"frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","uncertainty [nm]"
1.0,5942.941733568479,24003.138239115742,113.1356253057087,2272.942237955671,20.04658296591444,13.336451098458848,4.587186065799215
1.0,9553.366092629345,25160.568447091468,122.46837560142959,5565.760072152521,30.06151219073882,33.563451158973216,4.968593038238216
1.0,11329.93805821844,31901.40580642666,120.11600243018908,1321.839964543525,17.588308585810612,9.048331768197334,6.128820268890489
1.0,12592.291905649932,6714.04182977428,113.02383781616126,3070.9088590604747,24.858629195375656,19.855359190369107,4.7578592846160905
1.0,16017.68690976881,14487.193086120726,117.66183863785187,5712.989442755344,40.74227620098218,31.670126378627174,4.277096416481802
1.0,17057.06407021978,14481.814679509427,123.1797135034974,4664.451874205907,27.241342665621058,28.84162089923741,5.1897149197765335
1.0,17256.90821484268,30028.158119667056,126.62657817493456,5557.5781046589,27.554743941759927,31.49776684993537,5.008505360993371
1.0,20464.092408519144,6418.795634302624,127.25877223714936,7637.521388239687,30.25690098957648,51.07230408029686,5.79220963495137
1.0,24083.531355442057,10424.55176005476,108.36069304911472,4985.148057920383,103.61201167184205,84.89334680333961,10.455311089660931
1.0,28694.80784628667,28659.758630052533,126.96187821259826,4084.78634202851,25.58372806188917,22.000282303283885,4.926570096722303
2.0,5932.621132516682,24002.247759880567,119.03040708345799,2294.550889590333,19.784913808033256,15.024914451284353,5.432070142378131
2.0,9552.45414030843,25159.833538750336,124.00641313749121,5267.755970666065,28.68229760161385,28.952809638174404,4.706285640148956
2.0,12571.83044981609,6711.057194550291,126.55953790504572,3051.0946784429775,19.5944332052941,17.446299766791196,5.283278709583983
2.0,17062.202352969773,14481.533039869199,119.02424512257885,4294.260454677011,28.113458194656328,29.912255491601687,5.430722642818401
2.0,24082.136163733365,10422.843301419656,104.57872294215302,4494.77630271381,97.14635888725454,77.01882578280757,9.819229176337831
3.0,5943.357857509786,23996.122027562582,112.27015644240576,2191.73678320559,20.072108275838257,13.127427367567915,4.618762046860591
3.0,7593.590350171508,5940.791549295586,115.34270427918347,1027.8189112611017,14.189239878475766,6.763126795749926,5.846089297037555
3.0,9559.889637971099,25165.974924713406,117.91624521369432,5282.546909286681,28.947709382403666,29.512807529314298,4.347305240003466
3.0,12595.457176425578,6726.978406005675,116.92985541107717,2731.893880598704,21.123081913539394,16.75521968792259,4.906634279432632
3.0,16031.819373235407,14488.531718828988,112.41955955244839,5389.256085088768,37.1625132222175,26.879041022650295,3.6198686316275985
3.0,17073.76988791389,14484.941832427063,118.7270245334199,4064.5853777612083,25.305772711756923,22.106508358595736,4.400118266130688
3.0,17269.18640675643,30035.45061968334,121.86037377652586,5467.093445904132,27.759147725776934,30.341598242171955,4.582871619008503
3.0,20471.683789974024,6425.123075856317,121.41217496031285,7145.931839688544,32.341334759408944,43.75697791172602,4.892416521890584
3.0,21556.773511566913,14240.248878277544,121.0424081472092,5659.534823983512,30.256899969256203,34.83747411831036,4.945022903724351
3.0,24088.535337267356,10434.971856063648,107.24545464611533,4693.425517739486,92.59621704021205,74.45291210178544,9.567487760107394
3.0,26353.595074841636,31340.23400073977,121.37398854903961,2406.416739550013,20.35241585378517,17.446562956911812,6.076015552939247
3.0,28718.928242897924,28668.00169536446,115.49645002227324,3637.7945585424636,25.957952037434897,22.3912018134388,4.6786506345300305
3.0,33441.1002355388,26232.04902382265,108.63238442733898,1017.6872458236134,17.333170674434932,8.404503267649524,6.143033008865606
3.0,33658.25574711544,25200.30964855888,123.94477079431472,1595.3016197576153,17.43749122938979,10.463465117529333,6.102481215735483
4.0,5936.657809257201,24009.29983673287,111.85441710255682,2355.6095694816213,20.703595531460206,18.010363814386892,5.485141594119885
4.0,9560.076227932364,25164.85224449879,119.70664828055422,5394.198996191286,31.256872950819314,31.717374671332063,4.66529579396669
4.0,12587.906005467721,6717.3576390210865,119.34017499082078,3016.6371814551785,22.223673114131966,16.791839914451906,4.6657137417447405
4.0,16024.186013910854,14480.22798360768,111.25432212735514,5864.4934661026155,39.72333639420452,37.87116338353672,4.394295754810061
4.0,17073.53747617337,14489.006655226529,112.02488295386041,4217.508799546,28.38480717816622,25.62982462594183,4.324037726789246
4.0,20463.985980141075,6424.897482734994,125.47745123336388,7608.630032600625,29.942214326899528,44.68604118590595,5.001203514667729
4.0,21552.274944323843,14236.09629195961,125.16154932387279,5526.10276696896,29.38443974919396,35.53091834684172,5.484141008903217
4.0,24080.640345293985,10423.895589878148,106.76636892720055,4717.62972385572,100.19814776041434,87.40927788895365,11.033338363800631
4.0,26354.395786633762,31338.954049093452,122.96739093811314,2317.9875991370945,21.42918640708591,16.511950340027493,6.152417192963736
4.0,28699.300205885607,28657.776684534758,126.5138271880897,3927.241460521329,23.54439620875855,22.088206622571676,5.091369260562356
4.0,30499.128390219328,10000.079572285356,124.67676355298703,4241.977513636088,26.83357613940426,22.46811170659839,4.685696702480904
5.0,5938.75983188281,24015.186532525175,113.33165194984473,2415.203360176106,20.298847323418222,15.353014849003225,4.84244337239527
5.0,9569.053367811664,25164.90802313837,114.27047316839827,4876.093731593586,30.008974537326356,29.372228163206785,4.400511354700253
5.0,11330.404240546035,31910.554488084737,122.37146529737824,1248.7498067849015,16.588464202352178,8.88005558458263,6.550540998250904
5.0,12588.411986222438,6729.544992764434,112.26872761591146,2885.718481983325,22.78904077325192,16.81325981410501,4.364057008962191
5.0,16028.62243399291,14488.821526734504,113.03247949725078,5441.740918728378,36.07642809499438,30.39009563353612,4.011314129190982
5.0,17078.661500516235,14486.600643035621,111.40972953254509,4216.194878754855,28.29173436219468,28.616693031927163,4.699746766808348
5.0,17263.242620804147,30034.905357776966,124.94368829177046,5462.338905160145,26.498287826644617,29.282719497334448,4.659303805893436
5.0,20469.287225706215,6422.0849705033,123.10797575846966,7674.498760008424,32.314501159283985,44.415668578466146,4.756789258681614
5.0,21553.66462919595,14247.44171996851,126.64840561216116,5964.114786707648,30.777546232431817,33.94845526870515,5.00868379759281
5.0,24084.309771709533,10426.121411914193,103.07986790201859,4998.34049060029,99.72269030331609,85.16419993791747,9.477989627662922
5.0,28699.566877804213,28668.046142378218,123.90920250000556,4144.188312322156,24.55622435652921,20.840692178106494,4.451759649367608
5.0,30508.831810014177,10003.137401609989,122.95977969731132,4145.854604120342,26.761516682335195,22.8994665843382,4.73963533255733
5.0,33422.7855563236,26224.364594356306,122.882579962855,1165.9127523150478,16.59770188642896,8.569866918443546,6.821271064861391
6.0,5931.129829152084,24011.548327355766,113.5163909382989,2350.7231151300507,21.381709839320244,13.707007631583117,4.571177241250758
6.0,9562.878396043965,25164.55721963177,117.1005125774925,4879.798011504975,29.7343722334358,28.707970790299218,4.511548124792539
6.0,12586.563468627588,6721.999845685113,116.01614732743093,2735.8302348182406,22.307539903241793,16.535212171348583,4.783671895682467
6.0,16024.999645010725,14483.528409521434,110.44905020319825,5130.522403712314,38.802505608660745,31.469352928009652,4.1816161085599575
6.0,17061.707700074174,14487.278459139094,125.28334950994544,4281.568595558816,25.355219419006996,26.290631077020606,5.353624919444089
6.0,17261.602165839646,30028.89255694007,124.56611059973255,5163.157232856649,26.667359085240392,30.024646236731712,4.99051370777839
6.0,20462.573901149826,6423.111687543127,126.36468409298311,7874.916898606665,32.681370642028135,42.26447403879484,4.663199933511104
6.0,24080.11629328772,10427.975688743727,102.94395616082143,4643.485067227309,107.63865518320638,85.49871966866878,10.2055579211345
6.0,28702.788685797434,28659.87357396319,122.88298219097231,3726.9442945391684,25.792388209859805,19.40043393135526,4.5569382965479
6.0,30497.083038822904,9999.249594294039,126.78003756447407,4399.947774799205,26.955551804941596,22.752254932121687,4.720559151544491
6.0,33403.23832141455,26232.381137798486,126.64095749670356,1153.287848716154,18.1796109948638,9.02808872689855,7.52919508624526
7.0,5932.820930825926,23996.228054389336,111.58832766363764,2131.0902881954153,21.550124675314624,12.388070662083287,4.495107844865599
7.0,9560.983639176799,25168.107520913567,113.65429419090069,5127.111302683886,29.702744759736667,32.67904392063932,4.558374248174371
7.0,11343.049815261345,31901.87115733501,124.6364085301071,1231.0237416222785,14.832944047716097,8.12836103169945,6.431070441410328
7.0,12577.85377285442,6724.6179074289375,112.81335625928321,2385.212941046632,21.5252953889434,16.09139127490091,5.035436358790824
7.0,16019.695726574719,14487.72869467363,116.48258356665883,5546.375069907196,34.62465558256591,30.901647367395462,4.2251954324139485
7.0,17066.5220508115,14486.378891601735,122.61798557536031,4121.547573823572,26.515064768268594,26.639512623410994,5.391102565071353
7.0,17257.255696987428,30034.125752821914,125.48912170866927,5181.03117641053,23.269398824833523,31.0919684831358,5.200585152929837
7.0,20465.420569614544,6423.788787443612,126.69606897156109,7816.86884985363,30.222766684309203,40.7457466878057,4.566625671674059
7.0,24056.725626858228,6774.893555701098,126.59610576500597,7215.260763501496,28.73272816779002,49.19053376615191,5.8496643510422315
7.0,24085.723767692212,10430.765410627164,108.26985098524368,4742.873247153635,98.96604498483757,84.67556902393618,10.93754358906644
7.0,26345.909821274014,31332.252933416796,125.68410802523562,2399.5549947768222,19.16318876220858,15.55430345018136,5.908999438816427
7.0,28705.688386339305,28668.84436589579,125.00445531563226,3866.448424389353,24.633440095153887,20.94835270685568,4.836327413260876
7.0,30498.732247421412,10006.223513295172,123.0443700919321,4111.621036746682,25.0711890743827,24.00644712119402,4.974470283509848
7.0,33425.61592557658,26225.12174324354,109.11680795537248,987.847166398613,16.876411475927796,8.938223148785132,6.6218132408811865
8.0,5937.598805650373,24007.418162088114,108.09878443130697,2411.0120124358555,19.696405379747834,17.542618325256655,4.947858861509612
8.0,9549.442616031376,25162.9089627114,123.13813586000555,4993.816006411161,27.146322250759678,31.943756155643854,5.3218673607837115
8.0,11336.36480684919,31895.3560349012,123.08612123136237,1308.9499421969404,16.106497553353414,8.96121745763255,6.396010914157052
8.0,12571.287676741531,6718.322176736924,119.28659247568703,2747.4462560247425,21.877376862966734,18.906879132740347,5.574632317191243
8.0,16008.711659811557,14487.222081185893,121.37874183189543,5577.611794137245,35.110363460741056,33.97075800767169,4.928391518401016
8.0,24084.81358355783,10420.942671359102,100.07696071453232,4439.080605145907,112.12097880333553,94.8077443460206,11.164703240664839
8.0,33407.486913576045,26216.582406029793,126.51434264691079,1207.5399301881866,15.915686849329193,7.471582478730071,6.332680602873108
9.0,5933.493635104894,24002.78815147851,111.80533054182577,2481.403386466194,21.355232782081075,17.8482490229164,5.191157716036445
9.0,9547.169855969703,25160.201813169402,124.29179590761092,4909.243872932217,27.017811354246387,28.77324407272551,5.020462179109228
9.0,11328.695578541026,31898.834265655518,123.99665495406104,1291.1423016745418,17.570464712394365,7.906525657812329,6.016166220209729
9.0,12581.077888970283,6714.667038769664,117.10235062863929,2596.006085498117,22.787216066062427,18.904207305661892,5.676273440610839
9.0,16010.148048054445,14488.478948468772,120.51483629679336,5390.914380563799,32.62130250315784,37.831790848667104,5.530694223011205
9.0,17068.545307155608,14485.810332552022,123.01675997487426,4411.476700875544,27.532919530744085,25.064257386918825,4.832687421123086
9.0,21545.856148156756,14237.664174174826,126.33530590785455,5715.323320391975,32.169401728973746,35.75403836316103,5.436850713015734
9.0,24082.744628251174,10421.374382337586,107.6171822237772,5035.298314480892,111.08561391022614,91.07439726636133,10.939189972624442
9.0,28702.004500644307,28659.3383808561,126.62317595574532,3816.8946827499135,26.457788775946163,20.44405705513898,4.909778624583918
10.0,5930.632398225704,24004.64285968019,117.49051705716013,2461.967504554124,20.13106275835036,17.530241317359682,5.6330518212291185
10.0,9553.303163452278,25164.652438814184,119.94217088044229,4523.60634942865,28.484078251891802,27.286148767655583,4.844335389242522
10.0,11322.113537814004,31890.75490963223,122.42250723326761,1140.6807028221417,16.512389512106896,7.276957835360452,6.18420799013603
10.0,12575.338259121718,6710.480701937409,120.73651824333425,2673.2530888220945,19.786608923890437,18.317339483748565,5.6917686530382685
10.0,16010.991456192223,14485.123303047569,124.19564887213866,5600.498798856832,32.647374260179674,33.974930089757216,5.12657212855913
10.0,17249.833494944425,30023.68043134327,126.42119700807481,4746.450454396062,23.691611500889387,27.73689714967476,5.1799900116903315
10.0,24087.12632653176,10421.877891151576,109.14955808097739,5086.575746118121,110.03164393590808,87.28350253221971,10.68319279285709
10.0,28688.402618842832,28661.083789339074,125.94874535733607,4044.2035480716213,28.356467575396074,21.86003412999216,4.8738859092823255
10.0,30492.741267686408,9994.497569401008,123.90657337952075,4371.4864222366605,27.536937482249936,23.37882697686499,4.658241706845088
10.0,33418.26146217108,26233.028079476768,117.31216353531374,1086.2863745300826,16.90933153737631,9.284830107456115,7.095803890505004
11.0,5938.558856752798,24010.83850016299,114.49187998068616,2268.9679719057413,20.12936894990571,17.041973986118936,5.658230084398697
11.0,9568.149285220243,25174.236875830236,110.56876224121216,4650.77836593154,29.019078135321656,32.35346975418237,4.7029462858363775
11.0,12592.74110900979,6718.982416917371,115.80902180420549,2711.1007238781285,20.967477939972945,16.40430467285406,4.777778957555522
11.0,16023.80638084445,14490.050776868731,111.66527571554268,5078.91928542197,34.96172887249359,34.14123334057893,4.623420765388349
11.0,17072.262640158435,14490.29519928345,117.10146947538561,4128.188317334682,27.04450731752188,25.952770594594,4.8335506224253075
11.0,17263.194276224807,30038.2788504674,122.74639871218356,4712.99659654421,24.208350384079836,29.02694340926716,5.134572564757938
11.0,20470.588253285765,6422.78107392096,121.96713985075647,7725.2311022642,34.35610975621127,43.51743479880394,4.558999596587523
11.0,21558.18087433078,14243.736302765368,120.27540268645966,5327.7991869715825,31.443330146031837,29.463906201082487,4.467455805752278
11.0,24094.878682061764,10428.648700316657,106.26836566668143,4896.33180416135,100.45440511881792,84.34523548445186,10.176086671009585
11.0,26351.174312754123,31340.816021507246,122.9933028696727,2397.1658429734357,18.11040361477266,14.820973857706097,5.477530908504432
11.0,28704.44005458313,28660.97102876538,120.46896262148827,4052.7634842408056,25.030941593115397,20.939361859246528,4.335060386455139
11.0,30504.578997022425,10006.148631973736,122.0175248761768,4303.620687933413,25.905108923227683,23.073164080549272,4.545390168706414
11.0,33431.79660076457,26223.042921279917,119.69053085260629,968.9707644137051,17.234701770178376,7.778755448300923,7.136036859880004
12.0,5940.4176697102175,24001.664915439673,109.18233468152773,2296.3065258201573,21.082500552877296,14.98989107034336,4.65915188279164
12.0,9560.326006880889,25165.42146973017,117.82128452682126,4697.19699140114,27.525822022408086,26.508267889904744,4.417687001590208
12.0,12577.059538700367,6718.219272911751,116.35852144599868,2358.2591635072263,20.822427123798423,15.635328827306408,5.253339139261124
12.0,16016.88569011094,14484.27887119516,114.98691223041936,5431.648149227797,34.15234953241315,24.87922025070047,3.5179208535268534
12.0,17064.90485361207,14489.053732356124,122.62025004250917,4230.274752968603,26.862875310874916,22.769349352299525,4.6080881414710415
12.0,21546.966884842594,14243.943782141281,126.87457214278979,5579.810780554328,28.244203300061287,30.849449436125166,4.917544804742757
12.0,24079.897587161802,10428.699809955388,101.89882634105969,4760.395510436919,102.76032048521917,87.39662371663289,9.970655453174187
12.0,26353.078600773075,31340.335381034572,123.88506856268643,2243.2017333085423,20.280439451599086,16.054216739499616,6.278365770228287
12.0,28706.389524078204,28662.49903141344,119.68411696527362,3816.69025901978,26.067968475065467,23.340634828378583,4.94526780762617
12.0,33429.18269863866,26222.177353210503,118.44632757894541,1063.1548391236838,16.654955406828915,7.789037080163968,6.492584812995218
13.0,5937.1394002118195,24007.414405062664,116.38044784604158,2121.315089714173,19.56334081011048,11.48656718998532,4.595890814976967
13.0,9558.965427962612,25168.96976572948,115.8125910200784,4886.700498903865,29.11055382148426,35.47161407226819,5.312660103711737
13.0,11351.5512778259,31908.827975150572,124.45233637840569,1253.150990190373,14.509108900362918,6.093143654998623,5.3041742334651385
13.0,12587.366918265849,6722.739323497361,115.24380187602712,2559.0364244547027,21.180519039713495,16.620199055674032,5.036897498055996
13.0,16022.495126323629,14493.60610883708,119.23746589027799,5178.597369575953,36.15819978364285,25.29355535311738,3.9721097976616444
13.0,17067.249340950275,14486.925896907389,117.79034024543192,4371.620967739946,26.41061893598647,26.584198076276042,4.7295007103010445
13.0,20463.351006814228,6426.1119091733435,125.7619299474989,7443.006169055118,29.794208537398536,36.79952678078577,4.308580062819499
13.0,24089.082315558368,10426.61058962086,112.87362922593027,4897.628492173618,94.8728969719871,80.7069941521554,10.977228456074894
13.0,28705.327515763853,28664.194827624786,121.57780531910886,3908.90523789998,23.679023965547284,20.52144461022722,4.479612243455438
13.0,30496.76845063049,10004.124686239531,119.86359786214506,3931.46845337843,26.171998155266145,21.45946099018054,4.5034932861537555
13.0,33424.346744825554,26220.472092321103,113.11313836656994,1099.8423231100826,16.71682540081403,8.016631983767377,5.964663503758935
13.0,33644.12054219866,25212.765459796825,127.37926811370663,1811.4575782188854,18.352503936832377,12.303026687714548,6.467484293662119
14.0,5940.509052594541,24005.909071857328,112.66829119569928,2324.6453747806972,19.443553732047548,15.399003204736498,4.968449945521703
14.0,9560.96783317505,25171.854040359707,118.2894905265525,4864.0121600061675,26.37970999867337,28.387782665355324,4.566360001873029
14.0,11341.584026203785,31918.223974106382,119.55782213201046,1224.0359535521434,14.675247248949258,8.234624777477533,6.084324262624938
14.0,12585.317301888039,6724.052986835226,115.11003029266874,2611.0866331211155,20.41904850454412,16.8254809166173,4.9848083172285165
14.0,16025.904685474352,14487.130203774459,115.0868332772408,4845.232992394549,35.46740077440675,30.029006308479687,4.571057569803914
14.0,17071.724529914267,14488.254875977733,116.81076534258575,4313.087876317983,25.7062801284769,26.211301024561447,4.659607973754949
14.0,17263.83093570189,30037.064637559015,123.33393743080676,4868.29733740804,24.103615144274897,27.991180148555404,4.870093179597716
14.0,19525.93126117247,17363.244851439413,127.13897560174209,10906.360862451658,41.52329183899718,38.93047731539955,3.232125833901021
14.0,20471.190343219198,6426.101569070262,119.81636941132531,7794.658136114502,35.28572212697486,47.08613967373147,4.69373174405379
14.0,21560.611156162748,14246.351086104605,121.46073873382298,5734.368674406413,31.51539407472607,29.74230364960421,4.283543308729104
14.0,24058.345079207473,6774.7013260689955,125.50040371213726,6668.366732123765,29.893522829506935,38.04205015680381,4.903605006901312
14.0,24083.184021812853,10423.970396710605,105.3197283046049,4854.724501214499,99.11158887509036,81.82452657086381,9.788206523894925
14.0,26346.589665545234,31344.08187736677,127.10903539612842,2280.164357527429,20.119389115329174,13.45268052808744,5.63033057900361
14.0,28710.562962145905,28660.294923434107,123.34851536120014,4159.303467700456,22.14975878017273,23.067902879723597,4.781881843421718
14.0,33444.94230721994,26238.826916803,117.41637887833663,1159.350288390664,17.02322770206492,7.3253010055899415,5.730357498821407
14.0,35072.3207966826,13551.162116186035,109.18246660627958,850.0921480889467,15.465501571836484,7.675978297728334,6.774517645210577
15.0,5938.682648460813,24004.72339196729,113.59348607678734,2418.7260670763803,19.69490382482971,18.940835896632375,5.73865219159242
15.0,9565.56532261672,25170.582752888175,112.17300070397528,4446.400475545483,28.811994670261427,29.087039971344534,4.593937952000268
15.0,11336.999797318595,31895.063896726155,122.58739592843756,1174.8879263257832,16.34522978948948,6.558427899160684,5.679348292783191
15.0,12578.95848012817,6725.609213170822,120.41405200129122,2840.8109916102326,20.90748787498735,15.554849455373105,4.713441473625492
15.0,16022.086585491776,14492.120945399392,117.09267887842013,5131.241013866157,34.92193214360183,30.882429978523056,4.5840120264896145
15.0,17069.133532366755,14488.78111203243,116.55199811631374,4316.690150285317,28.306059475941375,20.39646193001467,3.785948687859595
15.0,17262.95001382804,30039.14328717635,123.41985905490736,4935.833075393072,25.569405913766165,28.796813066678997,4.933676696006609
15.0,20460.192932407423,6429.57568467569,125.48897067897715,7825.460338902418,32.76172186458086,43.02788466048463,4.705183137306503
15.0,24087.57579140385,10426.853985288471,105.77538774307594,5378.768771008554,101.89826650570564,86.4288648803263,9.410677894810084
15.0,26343.492176327083,31341.907727228885,125.97269654527283,2312.1350387163,20.325012331945633,14.445094919920177,5.78427117188019
15.0,28707.793610659624,28659.811503417975,118.34811467206242,4040.975172566899,26.250354445322607,20.58272383122322,4.1539099390844045
15.0,30494.2478473947,10010.481694595639,125.72355878553022,4163.018421367328,26.92513432925761,25.70398766533058,5.424664317271173
15.0,33418.530582940715,26230.96860200449,122.52128068975881,1077.9909359928938,16.610135161798784,6.3423699134288825,5.95724904038544
16.0,5939.977398870313,24014.490109338734,110.3231977905952,2166.7624784931404,20.23090261715731,17.729486305466615,5.698442047691794
